issue_id,category,severity,scope,affected,description,recommended_action,status
QA-157,Progress,Low,Japan,Kyoto one-star tier started,"COMPLETE. All 72 listed Kyoto one-star lookups attempted: 69 imported as rest_0552 to rest_0620, two returned the wrong record and one proved to be a roster duplicate. Kyoto now holds 94 of its 96 starred restaurants: 6 three-star, 18 of 19 two-star and 70 one-star.","Continue the remaining 42 Kyoto lookups, then the 117 in Tokyo",Resolved
QA-158,Shared record,Medium,Japan,Kikunoi Sushi Ao returns a merged two-restaurant record,"The lookup returned ""Kikunoi Sushi Aoi / Niku Unshuu"", one Google record covering two restaurants at the same Gion address. Same pattern as Lai Ching Heen in Hong Kong under QA-112. Imported under the MICHELIN name, but the Place ID may not resolve to the starred restaurant alone.",Verify the Place ID points at Sushi Ao specifically,Open
QA-159,Duplicate candidate,Medium,Japan,three separate Ogata restaurants in Kyoto,"Higashiyama Ogata is a one-star inside the Shinshoan property and is now imported. The two-star kaiseki Ogata is still missing under MA-055, and a third unrelated Youshoku Ogata serves western food. Three Kyoto restaurants share the Ogata name, adding to the Kikunoi cluster in QA-155.",Keep the three distinct; never match on name alone,Open
QA-160,Link opportunity,Medium,Japan,Jean-Georges at The Shinmonzen has no hotel to link to,"The restaurant is imported with located_in_hotel true but The Shinmonzen holds no MICHELIN Key, so it does not appear in hotels_master and can never receive a link row. This is the worked example behind the schema decision in MA-043.",None; illustrates why is_in_hotel is kept as an attribute,Resolved
QA-161,Roster error,High,Japan,Kyoto roster listed Miyamasou twice,"Miyamaso in the one-star list and Miyamasou in the three-star list resolve to the identical Google Place ID, ChIJ_UQgQvW6AWARv8m8MI8Vzag at 375 Hanaseharachicho. They are one restaurant, transcribed twice from the screenshots at two different star levels. Kyoto therefore holds 96 starred restaurants, not 97, and the one-star tier is 71 rather than 72. Not imported a second time.",Correct the expected Kyoto totals to 96 and 71,Resolved
QA-162,Data error,Medium,Japan,2 Kyoto one-star lookups returned casual restaurants,"Kyo Seika returned Kyoto Seikaen, a ramen and gyoza house at price level 2 decorated with rugby memorabilia. Kenya returned a student cafeteria at price level 1 serving 510 yen set lunches. Neither can plausibly be the starred establishment. Both held back, leaving Kyoto at 94 of 96.",Supply the correct records for both,Open
QA-163,Convention,Low,Japan,"shared building, two starred restaurants","shiro and KOKE both sit in the IDO building at 287 Takoyakushicho, on the second and first floors respectively, with distinct Place IDs eleven metres apart. Same pattern as Yamagata The Takinami and OSTERIA SINCERITA under QA-148. Not duplicates.",,Resolved
QA-164,Progress,Low,Japan,Tokyo one-star tier started,"COMPLETE. All 117 listed Tokyo one-star lookups attempted: 114 imported as rest_0621 to rest_0734, one was already in the database under a different capitalisation (NARISAWA), and two returned the wrong record. Tokyo now holds 156 of 158 starred restaurants: 12 three-star, 26 two-star and 118 one-star.",Continue the remaining 86 Tokyo lookups,Resolved
QA-165,Resolved,Medium,Japan,TOKi Tokyo confirmed distinct from TOKI Kyoto,"TOKi in Shimbashi resolves to a modern Spanish restaurant working with Nara ingredients, rooted in Akordu in Nara, at Place ID ChIJ96McnkaLGGAR_nCjL4ZxXIk. It is unrelated to TOKI inside HOTEL THE MITSUI KYOTO, which carries no star. The capitalisation difference flagged under QA-131 and QA-116 reflects two genuinely different restaurants.",,Resolved
QA-166,Data error,Medium,Japan,Sassa lookup returned a beef hotpot house,"Searching Sassa returned Sasaya Asakusa, a gyunabe restaurant in Asakusa with 1336 reviews. Different name, district and genre. Not imported.",Supply the correct record,Open
QA-167,Star count uncertain,Medium,Japan,3 Tokyo restaurants whose reviews claim two stars,"LA TABLE de Joel Robuchon, Tempura Ginya and Tempura Maehira all sit in the one-star section of the roster, but visitor reviews describe them as two-star. Reviews may predate a demotion or simply be wrong. All three imported at one star as the roster states.",Verify the current star count for all three,Open
QA-168,Name collision,Medium,ALL,La Paix exists in Tokyo and Brussels,"The Tokyo roster contains a one-star La Paix, while rest_0158 is La Paix in Brussels. A seventh cross-country brand collision alongside the six already logged under QA-116, and a reminder that the Brussels row still carries the wrong address under MA-007.",Keep distinct; never match on name,Open
QA-169,Data error,Medium,Japan,Hyakuyaku by Tokuyamazushi returned the parent restaurant,"The lookup returned Tokuyamazushi in Nagahama, Shiga prefecture, roughly 350 km from Tokyo. That is the original house; the Tokyo offshoot Hyakuyaku was not found under this name. Not imported.",Supply the Tokyo record,Open
QA-170,Name collision,Medium,ALL,L'Atelier de Joel Robuchon now exists three times,"rest_0676 in Tokyo joins the existing Hong Kong and Taiwan entries. Together with the separate LA TABLE de Joel Robuchon and the three-star Joel Robuchon, the group now accounts for five distinct rows across three countries, all sharing the chef name. The largest brand cluster in the database after Kikunoi.",Confirm search and dedupe key on restaurant_code plus country,Open
QA-171,Progress,Low,Japan,Japanese dataset complete,"Japan now holds 115 of 118 Key hotels and 254 restaurants: Tokyo 156 of 158, Kyoto 94 of 96, Osaka 4. Japan is the largest country in both tables by restaurant count and third by hotel count. Six manual items remain: three hotels and five restaurants whose lookups returned the wrong record, plus the Kyoto roster duplicate already resolved.","Close MA-055, MA-056 and MA-057 to reach full coverage",Open
QA-172,Schema,Medium,Japan,4 Tokyo restaurants sit in hotels that hold no MICHELIN Key,"Les Saisons and Torakuro are both inside the Imperial Hotel Tokyo, ESTERRE by Alain Ducasse is inside the Palace Hotel Tokyo and nol is inside DDD Hotel. None of those three hotels appears in the Japanese Key roster, so all four restaurants carry located_in_hotel true with no possible link row. Together with Jean-Georges at The Shinmonzen this makes five worked examples behind MA-043.",None; reinforces keeping is_in_hotel as an attribute,Resolved
QA-173,Progress,Low,United States,US three-star tier complete,"All 16 US three-star restaurants are now loaded. Five New York entries were already in the database from the original import; 11 were added as rest_0735 to rest_0745. The distribution is California 10, New York 5, Illinois 1. Verified against the 2026 California selection revealed 24 June 2026 and the November 2025 New York and Chicago announcements.",None. The two-star tier remains uncollected: 46 restaurants across 13 US guide jurisdictions.,Resolved
QA-174,Historical status,High,United States,three US restaurants lost their third star in November 2025,"Alinea in Chicago (three-star 2011-2024), Masa in New York (2009-2024) and The Inn at Little Washington in Virginia (2019-2024) were all demoted to two stars in the November 2025 announcements. None is in the database, which is correct for current status, but all three are landmark rooms that a user may well have visited at three stars. This is the strongest argument yet for the award_history table in MA-050, and Virginia now holds no three-star restaurant at all.",Seed award_history with these three demotions when the table is built,Open
QA-175,Convention,Medium,United States,US city convention needs ratifying,"City is stored as the MICHELIN destination: Yountville, Healdsburg, Sonoma, West Hollywood and Los Angeles are separate cities rather than collapsed into metro areas. Providence is listed by MICHELIN under Hollywood but stored as Los Angeles, matching its postal address. No state column exists, so California, New York and Illinois are only distinguishable through the city value.","Decide whether a state or region column is needed for the US, which will also matter for Canada, Mexico and Brazil",Open
QA-176,Verified,Low,United States,sources disagreed on the US three-star count,"Search results variously reported 14, 16 and ten-in-California-alone. The discrepancy is a timing artefact: 14 was correct after the November 2025 demotions, and the 2026 California selection of 24 June 2026 promoted Californios and Enclos, taking the national total to 16. Californios is the first Mexican restaurant anywhere to hold three stars.",None; noted so the figure is traceable,Resolved
QA-177,Progress,Medium,United States,US two-star tier partially loaded,"35 two-star restaurants imported from four verified guide selections: California 13 of 13 (2026 selection, 24 June 2026), New York 14 of 15 (2025 selection, 18 November 2025), Chicago 4 of 4, Washington DC 3 of 3 and Florida 1 of 1 (2026 statewide selection). Boston and Philadelphia held their inaugural 2025 selections with one-star restaurants only, so both contribute zero. Masa in New York was held back after a wrong lookup.","Verify and load the Texas, American South and Southwest two-star tiers",Open
QA-178,Source conflict,High,United States,published US two-star totals disagree and cannot be reconciled,"Secondary sources give 32, 33, 36 and 46 for the national two-star count. One widely cited source claims MICHELIN covers a standalone Las Vegas guide from 2024 and a Midwest guide, neither of which appears in MICHELIN own jurisdiction list. That list runs New York, Chicago, Washington DC, California, Florida, Colorado, Atlanta, Texas, American South, Boston, Philadelphia, Southwest 2026 and Great Lakes 2027. Only per-guide selections published by MICHELIN itself were used.",Treat any national US star total from a secondary source as unverified,Open
QA-179,Name collision,Medium,ALL,L'Atelier de Joel Robuchon now appears four times,"Miami joins Tokyo, Hong Kong and Taipei. With LA TABLE de Joel Robuchon in Tokyo and the three-star Joel Robuchon in Tokyo, the group now accounts for six rows across four countries. This overtakes Kikunoi as the largest brand cluster in the database.",Confirm search and dedupe key on restaurant_code plus country,Open
QA-180,Resolved,High,ALL,hotel scope rules adopted and implemented,"Three rules were set: hotels holds only MICHELIN Key hotels, hotel_restaurant_links holds only verified links to Key hotels present in the database, and a restaurant inside a non-Key hotel stores the property name as contextual metadata without a hotel record or link row. The first two were already satisfied. The third required a new column, property_name, added to the restaurant table after located_in_hotel. 31 of the 34 affected restaurants were backfilled from names appearing literally in the address, in the restaurant name, or where the venue is its own inn. Three were left blank and are tracked as MA-062.",,Resolved
QA-181,Schema,High,ALL,located_in_hotel became redundant under the new rules,"With a link row marking a Key hotel and property_name marking a non-Key hotel, located_in_hotel is fully derivable. It also disagrees with the link table on 41 rows inherited from the original import. Keeping all three risks a fourth version of the truth, which is the pattern that produced QA-135.","See MA-063. Drop the column and derive it, or close MA-053 first.",Open
QA-182,Convention,Low,ALL,five properties host more than one starred restaurant,"Four Seasons Hotel Hong Kong holds three (Caprice, Lung King Heen, Noi by Paulo Airaudo); Grand Lisboa, The Landmark Mandarin Oriental, The St. Regis Hong Kong and Imperial Hotel Tokyo hold two each. property_name is free text, so these will not group reliably unless matched exactly.","If grouping by property becomes a feature, promote property_name to a lookup table",Open
QA-183,Resolved,High,ALL,MVP dataset finalised,"UUIDs cleared for Postgres generation; three unrepairable restaurants excluded to a pending file with their 2 link rows withdrawn; located_in_hotel set true on 39 linked restaurants. Final counts: 687 hotels, 772 restaurants, 66 relationships, 3 excluded. 37 of 38 validation checks pass.",,Resolved
QA-184,Verified,Low,Switzerland,IGNIV by Andreas Caminada appears twice within Switzerland,"rest_0238 in Andermatt and rest_0243 in Bad Ragaz share a name but are 80 km apart with distinct Place IDs and addresses. Two restaurants of one brand, already logged under QA-116. The name-within-country check flags it by design; it is not a defect. With La Brezza excluded, this is the only remaining case.","None; confirms search must key on restaurant_code, never on name",Resolved
QA-185,Retracted,High,Switzerland,rest_0240 La Brezza Arosa is probably a duplicate of rest_0241 Ascona,"RETRACTED. The hypothesis that rest_0240 duplicated rest_0241 was wrong. A MICHELIN card supplied 28 July 2026 confirms La Brezza in Arosa exists as a separate restaurant at Tschuggentorweg 1 inside the Tschuggen Grand Hotel, holding THREE stars. Chef Marco Campanella runs both: Arosa in winter, Ascona in summer. They share a name because they share a chef, not because of a transcription error. The row has been repaired and restored.",,Resolved
QA-186,Closure,High,Belgium,La Paix is temporarily closed and relocating to a Key hotel,"The MICHELIN card states La Paix has left rue Ropsy-Chaudron 49 in Anderlecht after more than 140 years and is moving into the Corinthia Grand Hotel Astoria Brussels, which is hotel_153 in the database with one MICHELIN Key. It retains two stars and MICHELIN still lists the old address. The stored Rue Royale 103 address and coordinates were therefore the future location rather than an error, though the stored Place ID matches neither the hotel nor that address. On reopening this becomes a starred restaurant inside a Key hotel and needs a link row, not a property_name.","Restore rest_0158 only after reopening, with a verified Place ID, and create the link to hotel_153",Open
QA-187,Convention,Medium,ALL,the database has no way to record a closed or relocating restaurant,"La Paix is the first known case of a starred restaurant that is temporarily closed. There is no status field, so the only options are to carry it as though it were open or to exclude it entirely. A user who dined there before the move has a legitimate visit to record.","Consider a status column with values such as open, temporarily_closed and relocated before launch",Open
QA-188,Correction,High,Switzerland,La Brezza Arosa was stored one tier too low,"rest_0240 was held at two stars throughout the project. The MICHELIN card supplied 28 July 2026 shows three. The row has been corrected and restored, taking Switzerland from four three-star restaurants to five and the global total from 120 to 121. Cuisine was also corrected from Italian to Creative and the address from the bare town name to Tschuggentorweg 1.",,Resolved
QA-189,Shared Place ID,Medium,Switzerland,rest_0240 shares hotel_59 Place ID,"Google holds no separate record for La Brezza Arosa after two lookup attempts. The MICHELIN card gives the same street address and the same telephone number as the Tschuggen Grand Hotel, and states the restaurant is part of it. The hotel Place ID ChIJp7Y0v_e8hEcR1NRYGOEVwVA was therefore assigned, making this the ninth deliberate hotel-restaurant Place ID share alongside Atrio, ABaC, Terra The Magic Place, Central Park, Solring Hof, Chateau Neercanne, 7132 and Kanamean Nishitomiya.","None; uniqueness remains per table, never across",Resolved
QA-190,Convention,Medium,Switzerland,"one chef, two seasonal restaurants, one name","Marco Campanella cooks at La Brezza Arosa in winter and La Brezza Ascona in summer. rest_0240 holds three stars and rest_0241 two. They are 130 km apart with different addresses, different Place IDs and different star counts. This is a genuinely new pattern for the database: not a brand collision like Da Vittorio, but one chef alternating between two rooms of the same name.",Keep distinct; a future chef entity would model this better than a name match,Open
QA-191,Resolved,High,Switzerland,rest_0254 Da Vittorio repaired and restored,"MICHELIN card supplied 28 July 2026 gives the published name Da Vittorio - St. Moritz, two stars, Via Johannes Badrutt 11, and states it is the restaurant of the Carlton Hotel with chef Paolo Rota from the Brusaporto flagship. Address and telephone match hotel_56 exactly. Google holds no separate record, so the Carlton Place ID was assigned, making the tenth deliberate hotel-restaurant share. Restored with its link to hotel_56.",,Resolved
QA-192,Root cause,Medium,Switzerland,why the wrong hotel data reached rest_0254,"The Carlton Hotel St. Moritz stands on Via Johannes Badrutt, a street named after the same family as Badrutt Palace Hotel two blocks away. That street-name collision is the most plausible route by which hotel_55 Badrutt Palace data was attached to a restaurant that actually sits in hotel_56 Carlton. A defect that took three QA entries and an exclusion to unwind traces back to two hotels sharing a family name.","When a restaurant address is inferred from a hotel, verify the hotel identity and not merely the street",Resolved
QA-193,Resolved,Medium,ALL,Da Vittorio brand collision dissolved,"QA-116 listed Da Vittorio as a cross-country brand collision. MICHELIN publishes the Swiss two-star as Da Vittorio - St. Moritz and the Italian three-star as Da Vittorio, so adopting the published names removes the collision entirely. Two of the six brand collisions in QA-116 are now resolved: this one by name, La Brezza by explanation.",,Resolved
QA-175,Missing record,High,restaurant,Verve by Sven,"One-star restaurant of Grand Resort Bad Ragaz absent from restaurants_master. Bad Ragaz hosts three starred restaurants, not two.",Create the row once place data exists. DATABASE_ARCHITECTURE section 6 uses Bad Ragaz as its worked example and says two.,Open
QA-176,Award value,High,restaurant,rest_0403 Villa Feltrinelli,"Stored two stars; MICHELIN card appears to show three. Entangled with MA-051, the missing Italian two-star.",Reconfirm at full resolution before adjusting either count.,Open
QA-177,Address,High,hotel,hotel_100 Sofitel Frankfurt Opera,"Hochstrasse 44 stored against Opernplatz 16 on the MICHELIN card. Roughly 400 m apart, so the bounding-box check passes either way.","Treat address, coordinates and Place ID as one suspect group.",Open
QA-178,Address,Medium,pair,hotel_13 and rest_0022,Von Dopfflaan 10 stored against 10 Von Dopffplein on the MICHELIN card. Different street types.,One error affects two rows because they share a Place ID.,Open
QA-179,Address,Medium,restaurant,rest_0374 Flores Raras,Carrer de Correus 8 stored against Correos 43-1o on the MICHELIN card.,Renamed on MICHELIN authority; address left alone pending confirmation.,Open
QA-180,Missing record,High,hotel,"Widder Hotel, The Dolder Grand",Both confirmed Two-Key from MICHELIN detail pages. Absent from hotels_master. They are the two that complete the Swiss Two-Key tier at 32.,Place data required before the rows can be created.,Open
QA-181,Spelling,Low,pair,hotel_118/rest_0227 and hotel_13/rest_0022,Sol ring Hof uses a curly apostrophe on the hotel row and a straight one on the restaurant row. Chateau Neercanne carries the accent on the hotel row only.,Normalise to the MICHELIN published form on both sides of each pair.,Open
QA-182,Duplicate candidate,Medium,hotel,7132 House of Architects,"A second hotel on the 7132 site, sharing street and postcode with hotel_83.",Record it so the address matcher cannot merge the two.,Open
QA-183,Schema headroom,Low,schema,award_history.award_type,Green Star and MICHELIN Young Chef Award observed; neither is expressible in the three current award types.,Widen the CHECK before the table is created.,Open
QA-184,Method,Medium,process,MICHELIN card dining box,"The dining box on a MICHELIN hotel card is neither exhaustive nor restricted to in-building venues. It omitted the two-star Widder Restaurant while listing a Bib Gourmand, and listed Rotes Haus - Restaurant am Marktplatz on the Rote Wand card. Absence from the box is not evidence against a link.","Use the box to propose a link, never to reject one. Under Decision 9 names may propose, not decide.",Open
QA-185,Method,Medium,process,MICHELIN restaurant card hotel box,The stay-in-the-hotel box is reliable when present and meaningless when absent: the Sol ring Hof restaurant card omits it although the hotel is in the selection.,Positive evidence only.,Open
QA-186,Documentation,Medium,docs,MVP_FINAL_VALIDATION_REPORT award line,"Stated 121/341/302/7, which sums to 771 against 774 rows. The file held 305 one-star rows.",Corrected to 121/340/306/7 after the Ambivium change.,Resolved
QA-187,Documentation,Medium,docs,Guide coverage count,"START_HERE and the validation report state four of the seven unstarred rows are in countries with no MICHELIN guide. Verified 28 Jul 2026 as six: Peru 4, Chile 1, Colombia 1. Only Wing, Hong Kong, is assessed and unstarred. FINAL_ARCHITECTURE_DECISIONS already said six.",Corrected to six.,Resolved
QA-188,Documentation,Low,docs,Campus link count,"MVP_ACTION_TRIAGE stated five Campus links, MA-021 to MA-025. The file held four; MA-025 was already Exact.",Corrected. All 68 links are now Exact.,Resolved
QA-189,Missing record,High,restaurant,Best of the Best hall of fame,"Five of eleven members absent: El Bulli, The Fat Duck, Noma, Mirazur, Central. Six are present as three-star rows.",Research place data before creating rows. Nothing may be inferred.,Open
QA-190,Award value,Medium,restaurant,Best of the Best induction years,"The publisher lists No.1 years, not induction years. worlds_50_best.year needs the latter.",Confirm per restaurant before seeding.,Open
QA-191,Scope,Medium,process,Scope rule,"Widened 28 Jul 2026 to admit Best of the Best hall-of-fame membership as a third qualifying condition. Bounded at 11 members, growing by one a year.","Deliberately not phrased as any former 50 Best listing, which would admit several hundred restaurants.",Resolved
QA-192,Scope,Low,schema,Green Star,Rejected by project decision. award_history.award_type stays at two values.,Closed.,Resolved
QA-193,Scope,Low,schema,Phone number column,Declined by project decision 28 Jul 2026. Neither catalogue table carries a phone number. Numbers captured during collection were discarded.,No migration penalty: a nullable column can be added later without touching data. google_place_id also resolves to a number through the Places API.,Resolved
