year,rank,name_as_listed,country_as_listed,reason,notes,candidate_restaurant_code,candidate_confidence
2013,67,Chez Dominique,Finland,unmatched,No adequately similar catalogue candidate in Finland; closest was Palace (Helsinki) at name_sim=0.2.,,
2013,68,Waku Ghin,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.24.,,
2013,69,Bras Restaurant,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.32.,,
2013,70,Hedone,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.22.,,
2013,71,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2013,72,In De Wulf,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Zilte (Antwerp) at name_sim=0.33.,,
2013,76,Malabar,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.5.,,
2013,77,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2013,78,Hertog Jan,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was De Jonkman (Bruges) at name_sim=0.35.,,
2013,79,Alain Ducasse Au Plaza Athenee,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2013,80,Roberta Sudbrack,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.29.,,
2013,82,Ristorante Cracco,Italy,unmatched,No adequately similar catalogue candidate in Italy; closest was Verso Capitaneo (Milan) at name_sim=0.44.,,
2013,84,Pollen Street Social,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.27.,,
2013,86,Momofuku Ssam Bar,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Chef's Table at Brooklyn Fare (New York) at name_sim=0.33.,,
2013,87,Zuma,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was FZN by Bjorn Frantzen (Dubai) at name_sim=0.18.,,
2013,89,Momofuku Seiobo,Australia,closed,Permanently closed 2019.,,
2013,91,Masa,USA,ambiguous,"Closest catalogue candidate rest_0760 (Aska, New York, United States) name_sim=0.75 city_sim=1.0 — insufficient corroboration to accept.",rest_0760,low
2013,92,La Petite Maison,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was Tresind Studio (Dubai) at name_sim=0.3.,,
2013,93,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2013,94,La Maison Troisgros,France,unmatched,No adequately similar catalogue candidate in France; closest was Arpège (Paris) at name_sim=0.27.,,
2013,96,Le Louis Xv,France,unmatched,No adequately similar catalogue candidate in France; closest was Table by Bruno Verjus (Paris) at name_sim=0.31.,,
2013,97,Spondi,Greece,unmatched,"Country ""Greece"" has no restaurants in the catalogue universe.",,
2013,99,Le Meurice,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2013,100,Varvari,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2014,1,Noma,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Geranium (Copenhagen) at name_sim=0.33.,,
2014,5,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2014,7,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2014,10,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2014,11,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2014,13,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2014,15,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2014,18,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2014,19,Fäviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2014,22,Vila Joya,Portugal,unmatched,No adequately similar catalogue candidate in Portugal; closest was Belcanto (Lisbon) at name_sim=0.35.,,
2014,27,Le Chateaubriand,France,unmatched,No adequately similar catalogue candidate in France; closest was Table by Bruno Verjus (Paris) at name_sim=0.32.,,
2014,31,L'Atelier Saint Germain De Joël Robuchon,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.21.,,
2014,32,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2014,36,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2014,37,Restaurant André,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.36.,,
2014,38,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2014,40,Daniel,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.36.,,
2014,47,The Fat Duck,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.31.,,
2014,48,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2014,49,Coi,USA,closed,Permanently closed 2023.,,
2014,50,Waku Ghin,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.24.,,
2014,51,Combal.Zero Rivoli,Italy,unmatched,No adequately similar catalogue candidate in Italy; closest was Castel fine dining (Tirolo) at name_sim=0.44.,,
2014,53,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2014,55,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2014,56,Le Louis XV,Monaco,unmatched,"Country ""Monaco"" has no restaurants in the catalogue universe.",,
2014,57,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2014,58,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2014,59,Biko,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Quintonil (Mexico City) at name_sim=0.31.,,
2014,60,Quay,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2014,61,In De Wulf,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Zilte (Antwerp) at name_sim=0.33.,,
2014,62,Manresa,California,closed,"Permanently closed 2023 (kitchen fire, then chef departure).",,
2014,63,Hedone London,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2014,64,Momofuku Ssäm Bar,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Chef's Table at Brooklyn Fare (New York) at name_sim=0.33.,,
2014,65,Hertog Jan,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was De Jonkman (Bruges) at name_sim=0.35.,,
2014,68,Nomad,USA,unmatched,No adequately similar catalogue candidate in United States; closest was odo (New York) at name_sim=0.5.,,
2014,70,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2014,71,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2014,72,The Tasting Room at Le Quartier Français,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2014,73,Bras,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.32.,,
2014,74,41 Grados,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Cocina Hermanos Torres (Barcelona) at name_sim=0.32.,,
2014,75,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2014,76,Mr & Mrs Bund,China,unmatched,No adequately similar catalogue candidate in China; closest was King's Joy (Beijing) at name_sim=0.2.,,
2014,77,Zuma,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was FZN by Bjorn Frantzen (Dubai) at name_sim=0.18.,,
2014,80,Restaurant at Meadowood,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Kato (Los Angeles) at name_sim=0.31.,,
2014,81,La Petite Maison,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was Tresind Studio (Dubai) at name_sim=0.3.,,
2014,82,La Grenouillere La Madelaine sous,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.42.,,
2014,84,Iggy's,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.31.,,
2014,87,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2014,88,L'Epicure,France,ambiguous,"Closest catalogue candidate rest_0304 (Plénitude, Paris, France) name_sim=0.59 city_sim=1.0 — insufficient corroboration to accept.",rest_0304,low
2014,92,Pierre Gagnaire,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.39.,,
2014,93,Marea,USA,ambiguous,"Closest catalogue candidate rest_0761 (Atera, New York, United States) name_sim=0.6 city_sim=1.0 — insufficient corroboration to accept.",rest_0761,low
2014,95,Malabar,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.5.,,
2014,99,Ishikawa,Japan,ambiguous,"Closest catalogue candidate rest_0310 (Narisawa, Tokyo, Japan) name_sim=0.62 city_sim=1.0 — insufficient corroboration to accept.",rest_0310,low
2014,100,Jaan,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.29.,,
2015,3,Noma,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Geranium (Copenhagen) at name_sim=0.33.,,
2015,4,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2015,7,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2015,9,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2015,11,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2015,14,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2015,20,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2015,21,Le Chateaubriand,France,unmatched,No adequately similar catalogue candidate in France; closest was Table by Bruno Verjus (Paris) at name_sim=0.32.,,
2015,22,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2015,23,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2015,24,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2015,25,Fäviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2015,28,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2015,32,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2015,36,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2015,37,Biko,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Quintonil (Mexico City) at name_sim=0.31.,,
2015,41,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2015,43,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2015,45,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2015,46,Restaurant André,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.36.,,
2015,47,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2015,53,Hertog Jan,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was De Jonkman (Bruges) at name_sim=0.35.,,
2015,55,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2015,58,Quay,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2015,60,Hedone,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.22.,,
2015,63,L'Atelier Saint-Germain de Joël Robuchon,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.21.,,
2015,65,Combal Zero,Italy,closed,Closed 2019 (chef Davide Scabin closed the restaurant).,,
2015,66,Amass,Denmark,closed,Permanently closed 2023.,,
2015,67,Nomad,USA,unmatched,No adequately similar catalogue candidate in United States; closest was odo (New York) at name_sim=0.5.,,
2015,68,Nerua,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Disfrutar (Barcelona) at name_sim=0.43.,,
2015,69,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2015,70,Waku Ghin,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.24.,,
2015,72,Restaurant At Meadowood,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Kato (Los Angeles) at name_sim=0.31.,,
2015,73,The Fat Duck,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.31.,,
2015,74,Jaan,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.29.,,
2015,75,Coi,USA,closed,Permanently closed 2023.,,
2015,76,Fu He Hui,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.21.,,
2015,77,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2015,78,La Maison Troisgros,France,unmatched,No adequately similar catalogue candidate in France; closest was Arpège (Paris) at name_sim=0.27.,,
2015,79,Ryunique,South Korea,unmatched,No adequately similar catalogue candidate in South Korea; closest was Mingles (Seoul) at name_sim=0.27.,,
2015,80,Daniel,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.36.,,
2015,81,Joe Beef,Canada,unmatched,"Country ""Canada"" has no restaurants in the catalogue universe.",,
2015,82,Le Louis XV,Monaco,unmatched,"Country ""Monaco"" has no restaurants in the catalogue universe.",,
2015,83,Tegui,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.29.,,
2015,84,Sepia,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2015,87,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2015,88,The Tasting Room at Le Quartier Français,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2015,88,Zuma,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was FZN by Bjorn Frantzen (Dubai) at name_sim=0.18.,,
2015,90,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2015,92,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2015,93,Jungsik,South Korea,unmatched,No adequately similar catalogue candidate in South Korea; closest was Mingles (Seoul) at name_sim=0.43.,,
2015,94,Masa,USA,ambiguous,"Closest catalogue candidate rest_0760 (Aska, New York, United States) name_sim=0.75 city_sim=1.0 — insufficient corroboration to accept.",rest_0760,low
2015,95,Fu1015,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.06.,,
2015,96,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2015,97,Esperanto,Sweden,unmatched,No adequately similar catalogue candidate in Sweden; closest was Frantzén (Stockholm) at name_sim=0.47.,,
2015,98,Vila Joya,Portugal,unmatched,No adequately similar catalogue candidate in Portugal; closest was Belcanto (Lisbon) at name_sim=0.35.,,
2015,100,Manresa,USA,ambiguous,"Closest catalogue candidate rest_0772 (Alinea, Chicago, United States) name_sim=0.62 city_sim=0.12 — insufficient corroboration to accept.",rest_0772,low
2016,4,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2016,5,Noma,Denmark,unmatched,No adequately similar catalogue candidate in Denmark; closest was Geranium (Copenhagen) at name_sim=0.33.,,
2016,6,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2016,11,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2016,14,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2016,18,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2016,22,The Test Kitchen,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2016,26,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2016,29,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2016,30,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2016,32,Restaurant André,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.36.,,
2016,33,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2016,37,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2016,40,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2016,41,Fäviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2016,42,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2016,43,Biko,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Quintonil (Mexico City) at name_sim=0.31.,,
2016,44,Estela,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.55.,,
2016,45,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2016,46,Combal Zero,Italy,closed,Closed 2019 (chef Davide Scabin closed the restaurant).,,
2016,51,Maní,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.44.,,
2016,54,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2016,55,Nerua,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Disfrutar (Barcelona) at name_sim=0.43.,,
2016,56,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2016,57,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2016,58,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2016,60,Hedone,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.22.,,
2016,62,La Grenouillere,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2016,65,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2016,65,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2016,67,The Restaurant at Meadowood,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Kato (Los Angeles) at name_sim=0.31.,,
2016,68,Tegui,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.29.,,
2016,69,Epicure,France,ambiguous,"Closest catalogue candidate rest_0322 (Septime, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0322,low
2016,70,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2016,71,Daniel,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Atera (New York) at name_sim=0.36.,,
2016,72,Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.4.,,
2016,73,Hertog Jan,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was De Jonkman (Bruges) at name_sim=0.35.,,
2016,74,Le Chateaubriand,France,unmatched,No adequately similar catalogue candidate in France; closest was Table by Bruno Verjus (Paris) at name_sim=0.32.,,
2016,75,Twins,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2016,76,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2016,80,L'Atelier Saint-Germain de Joël Robuchon,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.21.,,
2016,83,Manresa,USA,ambiguous,"Closest catalogue candidate rest_0772 (Alinea, Chicago, United States) name_sim=0.62 city_sim=0.12 — insufficient corroboration to accept.",rest_0772,low
2016,87,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2016,89,Zuma,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was FZN by Bjorn Frantzen (Dubai) at name_sim=0.18.,,
2016,91,St John,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.2.,,
2016,93,Daniel Berlin,Sweden,unmatched,No adequately similar catalogue candidate in Sweden; closest was Frantzén (Stockholm) at name_sim=0.38.,,
2016,94,Bras,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.32.,,
2016,96,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2016,97,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2016,98,Quay,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2016,99,La Petite Maison,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was Tresind Studio (Dubai) at name_sim=0.3.,,
2016,100,Chestnaya Kuhnya,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2017,4,Mirazur,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.29.,,
2017,5,Central,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Mayta (Lima) at name_sim=0.33.,,
2017,13,Alain Ducasse au Plaza Athénée,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.33.,,
2017,14,Restaurant André,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.36.,,
2017,16,D.O.M.,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2017,23,White Rabbit,Russia,unmatched,"Country ""Russia"" has no restaurants in the catalogue universe.",,
2017,25,Tickets,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Moments (Barcelona) at name_sim=0.43.,,
2017,26,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2017,27,The Ledbury,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.26.,,
2017,28,Nahm,Thailand,closed,Bangkok original closed 2023 (chef David Thompson's retirement).,,
2017,31,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2017,32,Attica,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2017,33,Astrid y Gastón,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.4.,,
2017,36,Dinner by Heston Blumenthal,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.38.,,
2017,39,Relae,Denmark,closed,Permanently closed 2021 (chef Christian Puglisi's decision).,,
2017,40,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2017,41,Ultraviolet by Paul Pairet,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.15.,,
2017,44,Brae,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2017,46,L'Astrance,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.46.,,
2017,49,Tegui,Argentina,unmatched,No adequately similar catalogue candidate in Argentina; closest was Don Julio (Buenos Aires) at name_sim=0.29.,,
2017,51,Mikla,Turkey,unmatched,No adequately similar catalogue candidate in Turkey; closest was Araka (Istanbul) at name_sim=0.4.,,
2017,53,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2017,54,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2017,56,Nerua,Spain,unmatched,No adequately similar catalogue candidate in Spain; closest was Disfrutar (Barcelona) at name_sim=0.43.,,
2017,57,Faviken,Sweden,closed,Permanently closed 2019 (chef Magnus Nilsson's decision).,,
2017,58,Momofuku Ko,USA,unmatched,No adequately similar catalogue candidate in United States; closest was Joo Ok (New York) at name_sim=0.35.,,
2017,59,Combal Zero,Italy,closed,Closed 2019 (chef Davide Scabin closed the restaurant).,,
2017,61,Hertog Jan,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was De Jonkman (Bruges) at name_sim=0.35.,,
